데이터셋,채널,충방전기,용량(mAh),총사이클,RPT,Rss,가속수명,GITT,initial,unknown,시험종류,RPT주기,스케줄패턴,에러,경로
250207_250307_3_김동진_1689mAh_ATL Q7M Inner 2C 상온수명 1-100cyc,30,Toyo,1689,104,4,0,98,0,1,1,가속수명 시험,34,initial → RPT×3 → 가속수명×98 → RPT → unknown,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\250207_250307_3_김동진_1689mAh_ATL Q7M Inner 2C 상온수명 1-100cyc\30
250207_250307_3_김동진_1689mAh_ATL Q7M Inner 2C 상온수명 1-100cyc,31,Toyo,1689,104,4,0,98,0,1,1,가속수명 시험,34,initial → RPT×3 → 가속수명×98 → RPT → unknown,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\250207_250307_3_김동진_1689mAh_ATL Q7M Inner 2C 상온수명 1-100cyc\31
250219_250319_3_김동진_1689mAh_ATL Q7M Inner 2C 상온수명 101-200cyc,30,Toyo,1689,104,4,0,98,0,1,1,가속수명 시험,34,initial → RPT×3 → 가속수명×98 → RPT → unknown,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\250219_250319_3_김동진_1689mAh_ATL Q7M Inner 2C 상온수명 101-200cyc\30
250219_250319_3_김동진_1689mAh_ATL Q7M Inner 2C 상온수명 101-200cyc,31,Toyo,1689,104,4,0,98,0,1,1,가속수명 시험,34,initial → RPT×3 → 가속수명×98 → RPT → unknown,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\250219_250319_3_김동진_1689mAh_ATL Q7M Inner 2C 상온수명 101-200cyc\31
250304_250404_3_김동진_1689mAh_ATL Q7M Inner 2C 상온수명 201-300cyc,30,Toyo,1689,102,1,0,99,0,1,1,가속수명 시험,,initial → 가속수명×99 → RPT → unknown,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\250304_250404_3_김동진_1689mAh_ATL Q7M Inner 2C 상온수명 201-300cyc\30
250304_250404_3_김동진_1689mAh_ATL Q7M Inner 2C 상온수명 201-300cyc,31,Toyo,1689,102,1,0,99,0,1,1,가속수명 시험,,initial → 가속수명×99 → RPT → unknown,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\250304_250404_3_김동진_1689mAh_ATL Q7M Inner 2C 상온수명 201-300cyc\31
250317_251231_3_김동진_1689mAh_ATL Q7M Inner 2C 상온수명 301-400cyc,30,Toyo,1689,102,1,0,99,0,1,1,가속수명 시험,,initial → 가속수명×99 → RPT → unknown,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\250317_251231_3_김동진_1689mAh_ATL Q7M Inner 2C 상온수명 301-400cyc\30
250317_251231_3_김동진_1689mAh_ATL Q7M Inner 2C 상온수명 301-400cyc,31,Toyo,1689,102,1,0,99,0,1,1,가속수명 시험,,initial → 가속수명×99 → RPT → unknown,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\250317_251231_3_김동진_1689mAh_ATL Q7M Inner 2C 상온수명 301-400cyc\31
250905_250915_00_류성택_4-187mAh_M2-SDI-open-ca-half-14pi-GITT-0.1C-T23,M01Ch025[025],PNE,187,123,0,0,0,2,121,0,기타,,GITT → initial×121 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\250905_250915_00_류성택_4-187mAh_M2-SDI-open-ca-half-14pi-GITT-0.1C-T23\M01Ch025[025]
250905_250915_00_류성택_4-376mAh_M2-SDI-open-an-half-14pi-GITT-0.1C-T23,M01Ch024[024],PNE,376,74,0,0,0,1,73,0,기타,,initial → GITT → initial×72,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\250905_250915_00_류성택_4-376mAh_M2-SDI-open-an-half-14pi-GITT-0.1C-T23\M01Ch024[024]
251002_251010_00_박민희_4-19mAh_RatedCh half ca 4.19mAh SDI,M01Ch017[017],PNE,19,6,4,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×4,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251002_251010_00_박민희_4-19mAh_RatedCh half ca 4.19mAh SDI\M01Ch017[017]
251002_251010_00_박민희_4-19mAh_RatedCh half ca 4.19mAh SDI,M01Ch019[019],PNE,19,6,4,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×4,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251002_251010_00_박민희_4-19mAh_RatedCh half ca 4.19mAh SDI\M01Ch019[019]
251028_260428_05_나무늬_2335mAh_Q8 ATL 선상 SEU4 RT @1-1202,M01Ch008[008],PNE,2335,760,9,0,749,1,1,0,가속수명 시험,87,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → RPT → 가속수명×58 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251028_260428_05_나무늬_2335mAh_Q8 ATL 선상 SEU4 RT @1-1202\M01Ch008[008]
251028_260428_05_나무늬_2335mAh_Q8 ATL 선상 SEU4 RT @1-1202,M01Ch014[014],PNE,2335,760,9,0,749,1,1,0,가속수명 시험,87,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → RPT → 가속수명×58 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251028_260428_05_나무늬_2335mAh_Q8 ATL 선상 SEU4 RT @1-1202\M01Ch014[014]
251028_260428_05_나무늬_2335mAh_Q8 ATL 선상 SEU4 RT @1-1202,M01Ch026[026],PNE,2335,760,9,0,749,1,1,0,가속수명 시험,87,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → RPT → 가속수명×58 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251028_260428_05_나무늬_2335mAh_Q8 ATL 선상 SEU4 RT @1-1202\M01Ch026[026]
251029_251229_05_나무늬_2335mAh_Q8 선상 ATL SEU4 LT @1-401,M01Ch009[009],PNE,2335,402,5,0,395,1,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_251229_05_나무늬_2335mAh_Q8 선상 ATL SEU4 LT @1-401\M01Ch009[009]
251029_251229_05_나무늬_2335mAh_Q8 선상 ATL SEU4 LT @1-401,M01Ch010[010],PNE,2335,402,5,0,395,1,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_251229_05_나무늬_2335mAh_Q8 선상 ATL SEU4 LT @1-401\M01Ch010[010]
251029_251229_05_나무늬_2335mAh_Q8 선상 ATL SEU4 LT @1-401,M01Ch011[011],PNE,2335,402,5,0,395,1,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_251229_05_나무늬_2335mAh_Q8 선상 ATL SEU4 LT @1-401\M01Ch011[011]
251029_251229_05_나무늬_2935mAh_Q8 선상 ATL SEU4 LT @1-401 - 복사본,M01Ch009[009],PNE,2935,402,5,0,395,1,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_251229_05_나무늬_2935mAh_Q8 선상 ATL SEU4 LT @1-401 - 복사본\M01Ch009[009]
251029_251229_05_나무늬_2935mAh_Q8 선상 ATL SEU4 LT @1-401 - 복사본,M01Ch010[010],PNE,2935,402,5,0,395,1,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_251229_05_나무늬_2935mAh_Q8 선상 ATL SEU4 LT @1-401 - 복사본\M01Ch010[010]
251029_251229_05_나무늬_2935mAh_Q8 선상 ATL SEU4 LT @1-401 - 복사본,M01Ch011[011],PNE,2935,402,5,0,395,1,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_251229_05_나무늬_2935mAh_Q8 선상 ATL SEU4 LT @1-401 - 복사본\M01Ch011[011]
251029_260129_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 50CY HT @1-801,M01Ch012[012],PNE,2335,801,9,0,790,1,1,0,가속수명 시험,87,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260129_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 50CY HT @1-801\M01Ch012[012]
251029_260129_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 50CY HT @1-801,M01Ch013[013],PNE,2335,801,9,0,790,1,1,0,가속수명 시험,87,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260129_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 50CY HT @1-801\M01Ch013[013]
251029_260129_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 50CY HT @1-801,M01Ch042[042],PNE,2335,2,0,0,0,1,1,0,GITT 시험,,initial → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260129_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 50CY HT @1-801\M01Ch042[042]
251029_260129_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 75CY HT @1-801,M01Ch018[018],PNE,2335,701,8,0,691,1,1,0,가속수명 시험,86,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260129_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 75CY HT @1-801\M01Ch018[018]
251029_260129_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 75CY HT @1-801,M01Ch057[057],PNE,2335,341,4,0,335,1,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×39 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260129_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 75CY HT @1-801\M01Ch057[057]
251029_260129_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 75CY HT @1-801,M01Ch058[058],PNE,2335,701,8,0,691,1,1,0,가속수명 시험,86,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260129_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 75CY HT @1-801\M01Ch058[058]
251029_260129_05_나무늬_2335mAh_Q8 선상 ATL SEU4 HT @1-801,M01Ch033[033],PNE,2335,307,4,0,301,1,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×5 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260129_05_나무늬_2335mAh_Q8 선상 ATL SEU4 HT @1-801\M01Ch033[033]
251029_260129_05_나무늬_2335mAh_Q8 선상 ATL SEU4 HT @1-801,M01Ch036[036],PNE,2335,307,4,0,301,1,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×5 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260129_05_나무늬_2335mAh_Q8 선상 ATL SEU4 HT @1-801\M01Ch036[036]
251029_260129_05_나무늬_2335mAh_Q8 선상 ATL SEU4 HT @1-801,M01Ch037[037],PNE,2335,307,4,0,301,1,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×5 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260129_05_나무늬_2335mAh_Q8 선상 ATL SEU4 HT @1-801\M01Ch037[037]
251029_260429_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 30CY @1-1202,M01Ch011[011],PNE,2335,801,9,0,790,1,1,0,가속수명 시험,87,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260429_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 30CY @1-1202\M01Ch011[011]
251029_260429_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 30CY @1-1202,M01Ch012[012],PNE,2335,801,9,0,790,1,1,0,가속수명 시험,87,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260429_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 30CY @1-1202\M01Ch012[012]
251029_260429_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 30CY @1-1202,M01Ch016[016],PNE,2335,701,8,0,691,1,1,0,가속수명 시험,86,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260429_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 30CY @1-1202\M01Ch016[016]
251029_260429_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 50CY @1-1202,M01Ch007[007],PNE,2335,801,9,0,790,1,1,0,가속수명 시험,87,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260429_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 50CY @1-1202\M01Ch007[007]
251029_260429_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 50CY @1-1202,M01Ch009[009],PNE,2335,801,9,0,790,1,1,0,가속수명 시험,87,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260429_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 50CY @1-1202\M01Ch009[009]
251029_260429_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 50CY @1-1202,M01Ch010[010],PNE,2335,801,9,0,790,1,1,0,가속수명 시험,87,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260429_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 50CY @1-1202\M01Ch010[010]
251029_260429_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 75CY @1-1202,M01Ch033[033],PNE,2335,653,8,0,643,1,1,0,가속수명 시험,86,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×50 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260429_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 75CY @1-1202\M01Ch033[033]
251029_260429_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 75CY @1-1202,M01Ch034[034],PNE,2335,801,9,0,790,1,1,0,가속수명 시험,87,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260429_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 75CY @1-1202\M01Ch034[034]
251029_260429_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 75CY @1-1202,M01Ch035[035],PNE,2335,801,9,0,790,1,1,0,가속수명 시험,87,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260429_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 75CY @1-1202\M01Ch035[035]
251029_260429_05_나무늬_Q8 선상 ATL SEU4 2.9V 30CY @1-1202 - 복사본,M01Ch011[011],PNE,2327,801,9,0,790,1,1,0,가속수명 시험,87,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260429_05_나무늬_Q8 선상 ATL SEU4 2.9V 30CY @1-1202 - 복사본\M01Ch011[011]
251029_260429_05_나무늬_Q8 선상 ATL SEU4 2.9V 30CY @1-1202 - 복사본,M01Ch012[012],PNE,2327,801,9,0,790,1,1,0,가속수명 시험,87,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260429_05_나무늬_Q8 선상 ATL SEU4 2.9V 30CY @1-1202 - 복사본\M01Ch012[012]
251029_260429_05_나무늬_Q8 선상 ATL SEU4 2.9V 30CY @1-1202 - 복사본,M01Ch016[016],PNE,2328,701,8,0,691,1,1,0,가속수명 시험,86,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251029_260429_05_나무늬_Q8 선상 ATL SEU4 2.9V 30CY @1-1202 - 복사본\M01Ch016[016]
251113_260113_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 50CY LT @1-401,M01Ch016[016],PNE,2335,402,5,0,395,1,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251113_260113_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 50CY LT @1-401\M01Ch016[016]
251113_260113_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 50CY LT @1-401,M01Ch038[038],PNE,2335,402,5,0,395,1,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251113_260113_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 50CY LT @1-401\M01Ch038[038]
251113_260113_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 50CY LT @1-401,M01Ch059[059],PNE,2335,402,5,0,395,1,1,0,가속수명 시험,100,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251113_260113_05_나무늬_2335mAh_Q8 선상 ATL SEU4 2.9V 50CY LT @1-401\M01Ch059[059]
251113_260213_05_나무늬_2335mAh_Q8 선상 ATL 2.9V 30CY HT @1-801,M01Ch001[001],PNE,2335,101,1,0,98,1,1,0,가속수명 시험,,initial → RPT → 가속수명×98 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251113_260213_05_나무늬_2335mAh_Q8 선상 ATL 2.9V 30CY HT @1-801\M01Ch001[001]
251113_260213_05_나무늬_2335mAh_Q8 선상 ATL 2.9V 30CY HT @1-801,M01Ch002[002],PNE,2335,701,8,0,691,1,1,0,가속수명 시험,86,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251113_260213_05_나무늬_2335mAh_Q8 선상 ATL 2.9V 30CY HT @1-801\M01Ch002[002]
251113_260213_05_나무늬_2335mAh_Q8 선상 ATL 2.9V 30CY HT @1-801,M01Ch034[034],PNE,2335,701,8,0,691,1,1,0,가속수명 시험,86,initial → RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT×2 → 가속수명×98 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251113_260213_05_나무늬_2335mAh_Q8 선상 ATL 2.9V 30CY HT @1-801\M01Ch034[034]
251209_260209_05_나무늬_2335mAh_Q8 선상 ATL SEU4 HT @301-801,M01Ch033[033],PNE,2335,201,1,0,198,1,1,0,가속수명 시험,,initial → 가속수명×99 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251209_260209_05_나무늬_2335mAh_Q8 선상 ATL SEU4 HT @301-801\M01Ch033[033]
251209_260209_05_나무늬_2335mAh_Q8 선상 ATL SEU4 HT @301-801,M01Ch036[036],PNE,2335,201,1,0,198,1,1,0,가속수명 시험,,initial → 가속수명×99 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251209_260209_05_나무늬_2335mAh_Q8 선상 ATL SEU4 HT @301-801\M01Ch036[036]
251209_260209_05_나무늬_2335mAh_Q8 선상 ATL SEU4 HT @301-801,M01Ch037[037],PNE,2335,201,1,0,198,1,1,0,가속수명 시험,,initial → 가속수명×99 → RPT → 가속수명×99 → GITT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251209_260209_05_나무늬_2335mAh_Q8 선상 ATL SEU4 HT @301-801\M01Ch037[037]
251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23,M01Ch016[016],PNE,45,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23\M01Ch016[016]
251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23,M01Ch017[017],PNE,45,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23\M01Ch017[017]
251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23,M01Ch018[018],PNE,45,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23\M01Ch018[018]
251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23,M01Ch019[019],PNE,45,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23\M01Ch019[019]
251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23,M01Ch020[020],PNE,45,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23\M01Ch020[020]
251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23,M01Ch021[021],PNE,45,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23\M01Ch021[021]
251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23,M01Ch022[022],PNE,45,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23\M01Ch022[022]
251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23,M01Ch023[023],PNE,45,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_3-45mAh_M1 ATL Cathode Half T23\M01Ch023[023]
251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23,M01Ch024[024],PNE,4,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23\M01Ch024[024]
251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23,M01Ch025[025],PNE,4,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23\M01Ch025[025]
251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23,M01Ch026[026],PNE,4,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23\M01Ch026[026]
251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23,M01Ch028[028],PNE,4,5,3,0,0,0,2,0,RPT 전용,1,initial×2 → RPT×3,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\251218_251230_00_박민희_4-04mAh_M1 ATL Anode Half T23\M01Ch028[028]
