데이터셋,채널,충방전기,용량(mAh),총사이클,RPT,Rss,가속수명,GITT,initial,unknown,시험종류,RPT주기,스케줄패턴,에러,경로
Q7M Inner ATL_45V 1689mAh BLK1 20EA [23] - 250304,84,Toyo,1689,800,9,0,791,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Inner ATL_45V 1689mAh BLK1 20EA [23] - 250304\84
Q7M Inner ATL_45V 1689mAh BLK1 20EA [23] - 250304,86,Toyo,1689,400,5,0,395,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Inner ATL_45V 1689mAh BLK1 20EA [23] - 250304\86
Q7M Inner ATL_45V 1689mAh BLK1 20EA [23] - 250304,93,Toyo,1689,400,5,0,395,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Inner ATL_45V 1689mAh BLK1 20EA [23] - 250304\93
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,21,Toyo,1680,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\21
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,24,Toyo,1680,999,10,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\24
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,3,Toyo,1680,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\3
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,35,Toyo,1680,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\35
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,36,Toyo,1680,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\36
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,37,Toyo,1680,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\37
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,38,Toyo,1680,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\38
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,4,Toyo,1680,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\4
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,40,Toyo,1680,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\40
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,45,Toyo,1680,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\45
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,46,Toyo,1680,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\46
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,47,Toyo,1680,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\47
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,5,Toyo,1680,999,10,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\5
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,50,Toyo,1680,799,8,0,791,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\50
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,6,Toyo,1680,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\6
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,73,Toyo,1680,800,9,0,791,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\73
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,74,Toyo,1680,400,5,0,395,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\74
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,75,Toyo,1680,400,5,0,395,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\75
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,78,Toyo,1680,100,2,0,98,0,0,0,가속수명 시험,99,RPT → 가속수명×98 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\78
Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228,80,Toyo,1680,100,2,0,98,0,0,0,가속수명 시험,99,RPT → 가속수명×98 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Main ATL [45V_1680mAh][23] blk7 20ea - 250228\80
Q7M Sub ATL [45v 2068mAh] [23] - 250219r,10,Toyo,2068,1178,12,0,1166,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×78,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Sub ATL [45v 2068mAh] [23] - 250219r\10
Q7M Sub ATL [45v 2068mAh] [23] - 250219r,11,Toyo,2068,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Sub ATL [45v 2068mAh] [23] - 250219r\11
Q7M Sub ATL [45v 2068mAh] [23] - 250219r,12,Toyo,2068,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Sub ATL [45v 2068mAh] [23] - 250219r\12
Q7M Sub ATL [45v 2068mAh] [23] - 250219r,13,Toyo,2068,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Sub ATL [45v 2068mAh] [23] - 250219r\13
Q7M Sub ATL [45v 2068mAh] [23] - 250219r,14,Toyo,2068,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Sub ATL [45v 2068mAh] [23] - 250219r\14
Q7M Sub ATL [45v 2068mAh] [23] - 250219r,15,Toyo,2068,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Sub ATL [45v 2068mAh] [23] - 250219r\15
Q7M Sub ATL [45v 2068mAh] [23] - 250219r,16,Toyo,2068,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Sub ATL [45v 2068mAh] [23] - 250219r\16
Q7M Sub ATL [45v 2068mAh] [23] - 250219r,17,Toyo,2068,800,9,0,791,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Sub ATL [45v 2068mAh] [23] - 250219r\17
Q7M Sub ATL [45v 2068mAh] [23] - 250219r,18,Toyo,2068,800,9,0,791,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Sub ATL [45v 2068mAh] [23] - 250219r\18
Q7M Sub ATL [45v 2068mAh] [23] - 250219r,19,Toyo,2068,400,5,0,395,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Sub ATL [45v 2068mAh] [23] - 250219r\19
Q7M Sub ATL [45v 2068mAh] [23] - 250219r,20,Toyo,2068,400,5,0,395,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Sub ATL [45v 2068mAh] [23] - 250219r\20
Q7M Sub ATL [45v 2068mAh] [23] - 250219r,3,Toyo,2068,1178,12,0,1166,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×78,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Sub ATL [45v 2068mAh] [23] - 250219r\3
Q7M Sub ATL [45v 2068mAh] [23] - 250219r,4,Toyo,2068,1179,12,0,1167,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×79,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Sub ATL [45v 2068mAh] [23] - 250219r\4
Q7M Sub ATL [45v 2068mAh] [23] - 250219r,5,Toyo,2068,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Sub ATL [45v 2068mAh] [23] - 250219r\5
Q7M Sub ATL [45v 2068mAh] [23] - 250219r,6,Toyo,2068,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Sub ATL [45v 2068mAh] [23] - 250219r\6
Q7M Sub ATL [45v 2068mAh] [23] - 250219r,7,Toyo,2068,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Sub ATL [45v 2068mAh] [23] - 250219r\7
Q7M Sub ATL [45v 2068mAh] [23] - 250219r,8,Toyo,2068,1000,11,0,989,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Sub ATL [45v 2068mAh] [23] - 250219r\8
Q7M Sub ATL [45v 2068mAh] [23] - 250219r,9,Toyo,2068,1174,12,0,1162,0,0,0,가속수명 시험,100,RPT → 가속수명×98 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×99 → RPT → 가속수명×74,,C:\Users\Ryu\battery\python\BDT_dev\rawdata\Q7M Sub ATL [45v 2068mAh] [23] - 250219r\9
