rel_path,exp_folder,capacity_mAh,tc_start,tc_end,loop_count,category,chg_crate,dchg_crate
성능\240821 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-GITT-15도\M01Ch005[005]\240821 선행랩 류성택 Gen4pGr ATL-Mini-422mAh-GITT-15도.sch,240821 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-GITT-15도,422.0,1,1,1,INIT,,1.0
성능\240821 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-GITT-15도\M01Ch005[005]\240821 선행랩 류성택 Gen4pGr ATL-Mini-422mAh-GITT-15도.sch,240821 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-GITT-15도,422.0,2,4,3,FORMATION,0.8,0.5
성능\240821 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-GITT-15도\M01Ch005[005]\240821 선행랩 류성택 Gen4pGr ATL-Mini-422mAh-GITT-15도.sch,240821 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-GITT-15도,422.0,5,109,105,GITT_PULSE,0.1,
성능\240821 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-GITT-15도\M01Ch005[005]\240821 선행랩 류성택 Gen4pGr ATL-Mini-422mAh-GITT-15도.sch,240821 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-GITT-15도,422.0,110,214,105,GITT_PULSE,,0.1
성능\240821 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-GITT-15도\M01Ch006[006]\240821 선행랩 류성택 Gen4pGr ATL-Mini-422mAh-GITT-15도.sch,240821 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-GITT-15도,422.0,1,1,1,INIT,,1.0
성능\240821 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-GITT-15도\M01Ch006[006]\240821 선행랩 류성택 Gen4pGr ATL-Mini-422mAh-GITT-15도.sch,240821 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-GITT-15도,422.0,2,4,3,FORMATION,0.8,0.5
성능\240821 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-GITT-15도\M01Ch006[006]\240821 선행랩 류성택 Gen4pGr ATL-Mini-422mAh-GITT-15도.sch,240821 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-GITT-15도,422.0,5,109,105,GITT_PULSE,0.1,
성능\240821 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-GITT-15도\M01Ch006[006]\240821 선행랩 류성택 Gen4pGr ATL-Mini-422mAh-GITT-15도.sch,240821 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-GITT-15도,422.0,110,214,105,GITT_PULSE,,0.1
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch005[005]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,1,1,1,INIT,,1.0
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch005[005]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,2,4,3,FORMATION,0.8,0.5
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch005[005]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,5,5,1,RPT,0.2,0.2
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch005[005]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,6,6,1,CHARGE_SET,0.2,
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch005[005]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,7,11,5,SOC_DCIR,0.5,0.5
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch005[005]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,12,26,15,SOC_DCIR,0.5,0.2
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch005[005]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,27,51,25,ACCEL,0.5,0.2
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch005[005]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,52,71,20,ACCEL,0.5,0.5
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch005[005]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,72,86,15,SOC_DCIR,0.5,0.5
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch005[005]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,87,96,10,SOC_DCIR,0.5,0.5
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch006[006]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,1,1,1,INIT,,1.0
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch006[006]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,2,4,3,FORMATION,0.8,0.5
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch006[006]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,5,5,1,RPT,0.2,0.2
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch006[006]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,6,6,1,CHARGE_SET,0.2,
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch006[006]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,7,11,5,SOC_DCIR,0.5,0.5
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch006[006]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,12,26,15,SOC_DCIR,0.5,0.2
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch006[006]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,27,51,25,ACCEL,0.5,0.2
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch006[006]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,52,71,20,ACCEL,0.5,0.5
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch006[006]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,72,86,15,SOC_DCIR,0.5,0.5
성능\240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도\M01Ch006[006]\240919 선행랩 류성택  Gen4pGr ATL-mini-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도.sch,240919 선행랩 류성택 Gen4pGr mini-ATL-WD-Proto-422mAh-20C-450V-SOC별DCIR-15도,422.0,87,96,10,SOC_DCIR,0.5,0.5
성능\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D\M01Ch001[001]\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D.sch,250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D,4900.0,1,1,1,INIT,,0.2
성능\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D\M01Ch001[001]\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D.sch,250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D,4900.0,2,2,1,RPT,0.2,0.2
성능\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D\M01Ch001[001]\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D.sch,250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D,4900.0,3,3,1,FLOATING,0.8,
성능\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D\M01Ch001[001]\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D_000.sch,250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D,4900.0,1,1,1,INIT,,0.2
성능\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D\M01Ch001[001]\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D_000.sch,250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D,4900.0,2,2,1,RPT,0.2,0.2
성능\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D\M01Ch001[001]\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D_000.sch,250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D,4900.0,3,3,1,FLOATING,0.8,
성능\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D\M01Ch001[001]\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D_001.sch,250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D,4900.0,1,1,1,INIT,,0.2
성능\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D\M01Ch001[001]\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D_001.sch,250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D,4900.0,2,2,1,RPT,0.2,0.2
성능\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D\M01Ch001[001]\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D_001.sch,250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D,4900.0,3,3,1,FLOATING,0.8,
성능\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D\M01Ch002[002]\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D.sch,250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D,4900.0,1,1,1,INIT,,0.2
성능\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D\M01Ch002[002]\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D.sch,250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D,4900.0,2,2,1,RPT,0.2,0.2
성능\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D\M01Ch002[002]\250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D.sch,250314_250705_05_나무늬_4900mAh_Gen5 SDI Pre-MP Si5% Floating+9D,4900.0,3,3,1,FLOATING,0.8,
성능\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR\M01Ch038[038]\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR.sch,250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR,2610.0,1,1,1,INIT,,1.0
성능\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR\M01Ch038[038]\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR.sch,250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR,2610.0,2,4,3,FORMATION,0.8,0.5
성능\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR\M01Ch038[038]\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR.sch,250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR,2610.0,5,5,1,RPT,0.2,0.2
성능\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR\M01Ch038[038]\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR.sch,250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR,2610.0,6,25,20,ACCEL,0.5,0.5
성능\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR\M01Ch038[038]\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR.sch,250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR,2610.0,26,40,15,SOC_DCIR,0.5,0.5
성능\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR\M01Ch038[038]\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR.sch,250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR,2610.0,41,50,10,SOC_DCIR,0.5,0.5
성능\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR\M01Ch038[038]\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR.sch,250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR,2610.0,51,55,5,SOC_DCIR,0.5,0.5
성능\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR\M01Ch038[038]\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR.sch,250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR,2610.0,56,70,15,SOC_DCIR,0.5,0.5
성능\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR\M01Ch038[038]\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR.sch,250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 DoE SBR 0.7 DCIR,2610.0,71,95,25,ACCEL,0.5,0.5
성능\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR\M01Ch037[037]\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR.sch,250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR,2610.0,1,1,1,INIT,,1.0
성능\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR\M01Ch037[037]\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR.sch,250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR,2610.0,2,4,3,FORMATION,0.8,0.5
성능\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR\M01Ch037[037]\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR.sch,250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR,2610.0,5,5,1,RPT,0.2,0.2
성능\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR\M01Ch037[037]\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR.sch,250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR,2610.0,6,25,20,ACCEL,0.5,0.5
성능\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR\M01Ch037[037]\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR.sch,250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR,2610.0,26,40,15,SOC_DCIR,0.5,0.5
성능\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR\M01Ch037[037]\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR.sch,250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR,2610.0,41,50,10,SOC_DCIR,0.5,0.5
성능\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR\M01Ch037[037]\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR.sch,250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR,2610.0,51,55,5,SOC_DCIR,0.5,0.5
성능\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR\M01Ch037[037]\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR.sch,250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR,2610.0,56,70,15,SOC_DCIR,0.5,0.5
성능\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR\M01Ch037[037]\250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR.sch,250513_250526_05_나무늬_2610mAh_Gen5+B SDI MP1 Main SBR 0.9 DCIR,2610.0,71,95,25,ACCEL,0.5,0.5
성능\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1\M01Ch009[009]\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1.sch,250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1,4755.0,1,30,30,ACCEL,2.0,0.5
성능\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1\M01Ch009[009]\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1.sch,250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1,4755.0,31,31,1,CHARGE_SET,0.2,
성능\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1\M01Ch009[009]\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1.sch,250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1,4755.0,32,32,1,RPT,0.2,0.2
성능\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1\M01Ch009[009]\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1.sch,250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1,4755.0,33,33,1,RPT,0.2,0.2
성능\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1\M01Ch009[009]\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1.sch,250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1,4755.0,34,34,1,RPT,0.2,0.2
성능\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1\M01Ch009[009]\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1.sch,250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1,4755.0,35,35,1,CHG_DCHG,0.2,1.0
성능\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1\M01Ch009[009]\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1.sch,250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1,4755.0,36,36,1,REST_LONG,,
성능\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1\M01Ch009[009]\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1.sch,250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1,4755.0,37,37,1,RPT,0.2,0.2
성능\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1\M01Ch009[009]\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1.sch,250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1,4755.0,38,38,1,RPT,0.2,0.2
성능\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1\M01Ch009[009]\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1.sch,250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1,4755.0,39,39,1,RPT,0.2,0.2
성능\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1\M01Ch009[009]\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1.sch,250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1,4755.0,40,40,1,CHG_DCHG,0.2,1.0
성능\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1\M01Ch009[009]\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1.sch,250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1,4755.0,41,41,1,REST_LONG,,
성능\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1\M01Ch009[009]\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1.sch,250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1,4755.0,42,42,1,RPT,0.2,0.2
성능\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1\M01Ch009[009]\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1.sch,250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1,4755.0,43,43,1,RPT,0.2,0.2
성능\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1\M01Ch009[009]\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1.sch,250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1,4755.0,44,44,1,RPT,0.2,0.2
성능\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1\M01Ch009[009]\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1.sch,250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1,4755.0,45,45,1,CHG_DCHG,0.2,1.0
성능\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1\M01Ch009[009]\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1.sch,250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1,4755.0,46,46,1,REST_LONG,,
성능\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1\M01Ch009[009]\250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1.sch,250827_251028_06_이성일_4755mAh_PA2-SDI-447V-275V-ECT-parameter1,4755.0,47,47,1,RPT,0.2,0.2
