rel_path,exp_folder,capacity_mAh,tc_start,tc_end,loop_count,category,chg_crate,dchg_crate
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,10,10,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,11,11,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,12,12,1,CHG_DCHG,0.2,1.0
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,13,13,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,14,14,1,DCHG_SET,,1.0
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,15,15,1,TERMINATION,,1.0
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,1,1,1,CHARGE_SET,0.2,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,2,2,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,3,3,1,CHG_DCHG,0.2,1.0
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,4,4,1,CHG_DCHG,0.2,0.1
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,5,5,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,6,6,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,7,7,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,8,8,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,9,9,1,CHG_DCHG,0.2,1.0
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,10,10,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,11,11,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,12,12,1,CHG_DCHG,0.2,1.0
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,13,13,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,14,14,1,DCHG_SET,,1.0
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT\M01Ch026[026]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter3 RT,5882.0,15,15,1,TERMINATION,,1.0
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,1,1,1,CHARGE_SET,0.2,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,2,2,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,3,3,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,4,4,1,CHG_DCHG,2.0,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,5,5,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,6,6,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,7,7,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,8,8,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,9,9,1,POWER_CHG,0.2,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,10,10,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,11,11,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,12,12,1,POWER_CHG,0.2,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,13,13,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,14,14,1,POWER_CHG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,15,15,1,TERMINATION,,1.0
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,1,1,1,CHARGE_SET,0.2,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,2,2,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,3,3,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,4,4,1,CHG_DCHG,2.0,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,5,5,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,6,6,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,7,7,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,8,8,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,9,9,1,POWER_CHG,0.2,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,10,10,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,11,11,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,12,12,1,POWER_CHG,0.2,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,13,13,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,14,14,1,POWER_CHG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT\M01Ch027[027]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter4 RT,5882.0,15,15,1,TERMINATION,,1.0
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,1,1,1,CHARGE_SET,0.2,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,2,2,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,3,3,1,CHG_DCHG,0.5,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,4,4,1,CHG_DCHG,1.5,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,5,5,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,6,6,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,7,7,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,8,8,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,9,9,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,10,10,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,11,11,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,12,12,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,13,13,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,14,14,1,POWER_CHG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,15,15,1,TERMINATION,,1.0
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,1,1,1,CHARGE_SET,0.2,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,2,2,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,3,3,1,CHG_DCHG,0.5,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,4,4,1,CHG_DCHG,1.5,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,5,5,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,6,6,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,7,7,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,8,8,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,9,9,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,10,10,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,11,11,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,12,12,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,13,13,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,14,14,1,POWER_CHG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT\M01Ch028[028]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT_000.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter5 RT,5882.0,15,15,1,TERMINATION,,1.0
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT\M01Ch029[029]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT,5882.0,1,1,1,CHARGE_SET,0.2,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT\M01Ch029[029]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT,5882.0,2,2,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT\M01Ch029[029]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT,5882.0,3,3,1,CHG_DCHG,1.0,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT\M01Ch029[029]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT,5882.0,4,4,1,CHG_DCHG,0.8,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT\M01Ch029[029]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT,5882.0,5,5,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT\M01Ch029[029]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT,5882.0,6,6,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT\M01Ch029[029]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT,5882.0,7,7,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT\M01Ch029[029]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT,5882.0,8,8,1,CHG_DCHG,0.5,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT\M01Ch029[029]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT,5882.0,9,9,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT\M01Ch029[029]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT,5882.0,10,10,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT\M01Ch029[029]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT,5882.0,11,11,1,CHG_DCHG,0.5,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT\M01Ch029[029]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT,5882.0,12,12,1,RPT,0.2,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT\M01Ch029[029]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT,5882.0,13,13,1,REST_LONG,,
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT\M01Ch029[029]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT,5882.0,14,14,1,DCHG_SET,,0.2
성능\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT\M01Ch029[029]\260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT.sch,260327_270405_00_이성일_5882mAh_ATL M47 ECT parameter6 RT,5882.0,15,15,1,TERMINATION,,1.0
